codelist_name,concept_id,concept_name,vocabulary_id
connective_tissue_disease,4285717,SLE glomerulonephritis syndrome,SNOMED CT
connective_tissue_disease,4142899,Subcutaneous rheumatoid nodule,SNOMED CT
connective_tissue_disease,257628,Systemic lupus erythematosus,SNOMED CT
connective_tissue_disease,4344158,Systemic lupus erythematosus with organ/system involvement,SNOMED CT
connective_tissue_disease,4149913,Systemic lupus erythematosus with pericarditis,SNOMED CT
connective_tissue_disease,134442,Systemic sclerosis,SNOMED CT
connective_tissue_disease,4063582,Systemic sclerosis induced by drugs and chemicals,SNOMED CT
connective_tissue_disease,4290976,Temporal arteritis,SNOMED CT
myocardial_infarction,45766075,Acute anterior ST segment elevation myocardial infarction,SNOMED CT
myocardial_infarction,312327,Acute myocardial infarction,SNOMED CT
myocardial_infarction,434376,Acute myocardial infarction of anterior wall,SNOMED CT
myocardial_infarction,438438,Acute myocardial infarction of anterolateral wall,SNOMED CT
myocardial_infarction,438170,Acute myocardial infarction of inferior wall,SNOMED CT
myocardial_infarction,438447,Acute myocardial infarction of inferolateral wall,SNOMED CT
myocardial_infarction,441579,Acute myocardial infarction of inferoposterior wall,SNOMED CT
myocardial_infarction,436706,Acute myocardial infarction of lateral wall,SNOMED CT
myocardial_infarction,4270024,Acute non-ST segment elevation myocardial infarction,SNOMED CT
myocardial_infarction,4296653,Acute ST segment elevation myocardial infarction,SNOMED CT
myocardial_infarction,46270162,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,SNOMED CT
myocardial_infarction,46270163,Acute ST segment elevation myocardial infarction due to right coronary artery occlusion,SNOMED CT
myocardial_infarction,43020460,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery,SNOMED CT
myocardial_infarction,45766116,Acute ST segment elevation myocardial infarction of inferior wall,SNOMED CT
myocardial_infarction,444406,Acute subendocardial infarction,SNOMED CT
myocardial_infarction,4329847,Myocardial infarction,SNOMED CT
myocardial_infarction,37309626,Myocardial infarction due to demand ischemia,SNOMED CT
myocardial_infarction,314666,Old myocardial infarction,SNOMED CT
myocardial_infarction,4108217,Subsequent myocardial infarction,SNOMED CT
myocardial_infarction,4108677,Subsequent myocardial infarction of anterior wall,SNOMED CT
myocardial_infarction,4108218,Subsequent myocardial infarction of inferior wall,SNOMED CT
myocardial_infarction,45766241,Subsequent non-ST segment elevation myocardial infarction,SNOMED CT
myocardial_infarction,45766114,Subsequent ST segment elevation myocardial infarction,SNOMED CT
myocardial_infarction,439693,True posterior myocardial infarction,SNOMED CT
dementia,378419,Alzheimer's disease,SNOMED CT
dementia,37111242,Delirium co-occurrent with dementia,SNOMED CT
dementia,44782726,Delusions in Alzheimer's disease,SNOMED CT
dementia,4182210,Dementia,SNOMED CT
dementia,4228133,Dementia associated with AIDS,SNOMED CT
dementia,374888,Dementia associated with another disease,SNOMED CT
dementia,4314734,Dementia associated with Parkinson's Disease,SNOMED CT
dementia,4180284,Dementia due to Creutzfeldt Jakob disease,SNOMED CT
dementia,40483103,Dementia due to Huntington chorea,SNOMED CT
dementia,44782422,Dementia due to Parkinson's disease,SNOMED CT
dementia,44782710,Dementia due to Pick's disease,SNOMED CT
dementia,43530666,Dementia with behavioral disturbance,SNOMED CT
dementia,44782727,Depressed mood in Alzheimer's disease,SNOMED CT
dementia,37017319,Disorder of central nervous system co-occurrent with human immunodeficiency virus infection,SNOMED CT
dementia,36687122,Human immunodeficiency virus infection with cognitive impairment,SNOMED CT
dementia,4046090,Mixed cortical and subcortical vascular dementia,SNOMED CT
dementia,379778,Multi-infarct dementia,SNOMED CT
dementia,444091,Multi-infarct dementia with delirium,SNOMED CT
dementia,443790,Multi-infarct dementia with delusions,SNOMED CT
dementia,443864,Multi-infarct dementia with depression,SNOMED CT
dementia,377254,"Multi-infarct dementia, uncomplicated",SNOMED CT
dementia,378125,Presenile dementia,SNOMED CT
dementia,381832,Presenile dementia with delirium,SNOMED CT
dementia,44782771,Presenile dementia with delusions,SNOMED CT
dementia,377527,Presenile dementia with depression,SNOMED CT
dementia,4218017,"Primary degenerative dementia of the Alzheimer type, presenile onset",SNOMED CT
dementia,4220313,"Primary degenerative dementia of the Alzheimer type, senile onset",SNOMED CT
dementia,4152048,Senile and presenile organic psychotic conditions,SNOMED CT
dementia,373179,Senile degeneration of brain,SNOMED CT
dementia,4048875,Senile dementia,SNOMED CT
dementia,376946,Senile dementia with delirium,SNOMED CT
dementia,380986,Senile dementia with delusion,SNOMED CT
dementia,379784,Senile dementia with depression,SNOMED CT
dementia,4047747,Subcortical vascular dementia,SNOMED CT
dementia,376085,Uncomplicated presenile dementia,SNOMED CT
dementia,375791,Uncomplicated senile dementia,SNOMED CT
dementia,443605,Vascular dementia,SNOMED CT
dementia,4046089,Vascular dementia of acute onset,SNOMED CT
dementia,37018688,Vascular dementia with behavioral disturbance,SNOMED CT
dementia,37109056,Vascular dementia without behavioral disturbance,SNOMED CT
