concept_id,excluded,descendants,mapped
37016360,FALSE,FALSE,FALSE
37016368,FALSE,FALSE,FALSE
37016369,FALSE,FALSE,FALSE
37016370,FALSE,FALSE,FALSE
37017217,FALSE,FALSE,FALSE
37017585,FALSE,FALSE,FALSE
37018343,FALSE,FALSE,FALSE
37018344,FALSE,FALSE,FALSE
37018345,FALSE,FALSE,FALSE
37018854,FALSE,FALSE,FALSE
37019162,FALSE,FALSE,FALSE
37109714,FALSE,FALSE,FALSE
37311936,FALSE,FALSE,FALSE
37311937,FALSE,FALSE,FALSE
38001427,FALSE,FALSE,FALSE
38001428,FALSE,FALSE,FALSE
40479370,FALSE,FALSE,FALSE
40479429,FALSE,FALSE,FALSE
40481109,FALSE,FALSE,FALSE
40482881,FALSE,FALSE,FALSE
40492346,FALSE,FALSE,FALSE
40492401,FALSE,FALSE,FALSE
42593547,FALSE,FALSE,FALSE
42598600,FALSE,FALSE,FALSE
42600089,FALSE,FALSE,FALSE
42600293,FALSE,FALSE,FALSE
42600389,FALSE,FALSE,FALSE
44810636,FALSE,FALSE,FALSE
44813985,FALSE,FALSE,FALSE
45757237,FALSE,FALSE,FALSE
45757268,FALSE,FALSE,FALSE
45757273,FALSE,FALSE,FALSE
45757595,FALSE,FALSE,FALSE
45757746,FALSE,FALSE,FALSE
45757792,FALSE,FALSE,FALSE
45763849,FALSE,FALSE,FALSE
45768657,FALSE,FALSE,FALSE
45768718,FALSE,FALSE,FALSE
45769230,FALSE,FALSE,FALSE
45770840,FALSE,FALSE,FALSE
45770841,FALSE,FALSE,FALSE
45772089,FALSE,FALSE,FALSE
45772126,FALSE,FALSE,FALSE
46269909,FALSE,FALSE,FALSE
